0	-0.036253
0.000488	-0.012452
0.000977	-0.027514
0.001465	0.038901
0.001953	-0.015868
0.002441	0.121509
0.00293	-0.010824
0.003418	0.028524
0.003906	0.000484
0.004395	-0.010537
0.004883	-0.012118
0.005371	-0.019929
0.005859	0.002793
0.006348	0.037437
0.006836	0.019011
0.007324	-0.025847
0.007812	-0.017284
0.008301	-0.048441
0.008789	-0.019292
0.009277	-0.027312
0.009766	-0.023778
0.010254	-0.00096
0.010742	0.018865
0.01123	0.017676
0.011719	0.1126
0.012207	-0.037567
0.012695	0.053457
0.013184	-0.030082
0.013672	0.00973
0.01416	-0.032753
0.014648	-0.00133
0.015137	-0.001521
0.015625	0.055869
0.016113	-0.014363
0.016602	-0.00962
0.01709	-0.039732
0.017578	-0.032553
0.018066	-0.028602
0.018555	-0.016978
0.019043	-0.033639
0.019531	0.02691
0.02002	-0.007718
0.020508	0.070639
0.020996	0.065138
0.021484	-0.024109
0.021973	0.047377
0.022461	-0.037486
0.022949	0.013627
0.023437	-0.03919
0.023926	0.00858
0.024414	0.007453
0.024902	0.05452
0.025391	-0.033639
0.025879	-0.000574
0.026367	-0.055137
0.026855	-0.017895
0.027344	-0.035605
0.027832	-0.011785
0.02832	-0.031462
0.028809	0.04099
0.029297	-0.018967
0.029785	0.115572
0.030273	0.003768
0.030762	0.015962
0.03125	0.013187
0.031738	-0.019915
0.032227	-0.003314
0.032715	-0.026883
0.033203	0.005671
0.033691	0.029507
0.03418	0.028846
0.034668	-0.03096
0.035156	-0.010636
0.035645	-0.053906
0.036133	-0.016151
0.036621	-0.032026
0.037109	-0.01968
0.037598	-0.010225
0.038086	0.028417
0.038574	0.004247
0.039062	0.121449
0.039551	-0.038053
0.040039	0.052039
0.040527	-0.025215
0.041016	0.005757
0.041504	-0.028891
0.041992	-0.004941
0.04248	8.44E-05
0.042969	0.051964
0.043457	-0.007599
0.043945	-0.012517
0.044434	-0.035196
0.044922	-0.035535
0.04541	-0.027012
0.045898	-0.018762
0.046387	-0.032596
0.046875	0.022851
0.047363	-0.002476
0.047852	0.060427
0.04834	0.077035
0.048828	-0.030407
0.049316	0.052544
0.049805	-0.039657
0.050293	0.014722
0.050781	-0.039903
0.05127	0.00888
0.051758	0.006265
0.052246	0.053909
0.052734	-0.030862
0.053223	-0.001482
0.053711	-0.054023
0.054199	-0.018497
0.054687	-0.036489
0.055176	-0.011476
0.055664	-0.034467
0.056152	0.041498
0.056641	-0.020465
0.057129	0.112414
0.057617	0.00958
0.058105	0.010886
0.058594	0.018495
0.059082	-0.023658
0.05957	-0.000736
0.060059	-0.029696
0.060547	0.006544
0.061035	0.026842
0.061523	0.032499
0.062012	-0.031472
0.0625	-0.009393
0.062988	-0.054606
0.063477	-0.016157
0.063965	-0.031611
0.064453	-0.018916
0.064941	-0.01271
0.06543	0.030083
0.065918	0.000694
0.066406	0.122892
0.066895	-0.033802
0.067383	0.048801
0.067871	-0.021374
0.068359	0.003087
0.068848	-0.025646
0.069336	-0.007349
0.069824	-3.26E-05
0.070312	0.051006
0.070801	-0.004208
0.071289	-0.013438
0.071777	-0.033332
0.072266	-0.037093
0.072754	-0.02608
0.073242	-0.019871
0.07373	-0.031447
0.074219	0.01887
0.074707	0.000602
0.075195	0.053702
0.075684	0.083177
0.076172	-0.032921
0.07666	0.053283
0.077148	-0.038648
0.077637	0.013717
0.078125	-0.039095
0.078613	0.006651
0.079102	0.005252
0.07959	0.054493
0.080078	-0.028451
0.080566	-0.003524
0.081055	-0.051905
0.081543	-0.021579
0.082031	-0.034192
0.08252	-0.013371
0.083008	-0.033071
0.083496	0.038582
0.083984	-0.018406
0.084473	0.107194
0.084961	0.017507
0.085449	0.005558
0.085937	0.023175
0.086426	-0.025835
0.086914	0.00191
0.087402	-0.031444
0.087891	0.007881
0.088379	0.025102
0.088867	0.034733
0.089355	-0.031433
0.089844	-0.008205
0.090332	-0.054514
0.09082	-0.015161
0.091309	-0.03281
0.091797	-0.017618
0.092285	-0.014997
0.092773	0.031514
0.093262	-0.002217
0.09375	0.123718
0.094238	-0.031161
0.094727	0.045259
0.095215	-0.017504
0.095703	-9.32E-07
0.096191	-0.022764
0.09668	-0.0106
0.097168	0.001193
0.097656	0.047319
0.098145	0.000406
0.098633	-0.017331
0.099121	-0.029587
0.099609	-0.040591
0.100098	-0.023565
0.100586	-0.022347
0.101074	-0.030949
0.101562	0.016085
0.102051	0.003379
0.102539	0.047902
0.103027	0.088572
0.103516	-0.035591
0.104004	0.055248
0.104492	-0.038712
0.10498	0.014706
0.105469	-0.039196
0.105957	0.006022
0.106445	0.003691
0.106934	0.056659
0.107422	-0.02785
0.10791	-0.002081
0.108398	-0.051618
0.108887	-0.021422
0.109375	-0.033453
0.109863	-0.012965
0.110352	-0.03431
0.11084	0.038649
0.111328	-0.017951
0.111816	0.103519
0.112305	0.025433
0.112793	-0.001483
0.113281	0.029699
0.11377	-0.029099
0.114258	0.004717
0.114746	-0.033723
0.115234	0.010391
0.115723	0.019272
0.116211	0.03939
0.116699	-0.033193
0.117187	-0.006466
0.117676	-0.054684
0.118164	-0.015864
0.118652	-0.034221
0.119141	-0.016102
0.119629	-0.018103
0.120117	0.032656
0.120605	-0.006522
0.121094	0.124589
0.121582	-0.027529
0.12207	0.04034
0.122559	-0.012265
0.123047	-0.002474
0.123535	-0.020916
0.124023	-0.01236
0.124512	0.001086
0.125	0.044643
0.125488	0.005205
0.125977	-0.018143
0.126465	-0.027905
0.126953	-0.041235
0.127441	-0.023685
0.12793	-0.022987
0.128418	-0.027228
0.128906	0.011008
0.129395	0.007129
0.129883	0.039671
